,0,1,2,3,4,5,6,7,8
160,1.0,1.7512234768105523,0.10270936122339447,-0.5834112430780137,0.847635437457819,0.0,10.0,10.0,
161,0.0,-0.7281450905709876,-1.353100814147386,0.8714555298613088,1.6491783587430526,0.0,10.0,10.0,
162,1.0,2.0925703918363805,1.09639425606179,0.5320936749624731,1.6213967424092077,1.0,16.0,10.0,0.0
163,1.0,1.3682033898680004,0.7587497413401454,0.4992999538739116,0.48669050916994383,0.0,10.0,10.0,
164,1.0,-0.10739132874573531,0.004948431276980247,0.09587410748510472,0.3530118834374525,1.0,10.0,10.0,
165,0.0,0.8578063177350932,-0.6239886030040539,-0.16287193048853782,0.805545790153809,0.0,10.0,10.0,
166,0.0,-0.08789635553858632,-0.8322793666729211,-0.08509509366029544,0.39759845204012817,0.0,10.0,10.0,
167,0.0,2.3242983867019595,0.3589129119987597,-0.352051781354312,1.1356545373327127,0.0,10.0,10.0,
168,1.0,2.081720907617097,-0.2872452999399089,-0.15611786824743673,0.3023835328194415,1.0,10.0,10.0,
169,0.0,0.5446738905943669,-1.3395130779859294,0.18071307756910107,1.178299283270126,1.0,10.0,10.0,
170,0.0,0.35604356186954716,-0.04571328750932924,-3.451427161520652,-0.34968081981191756,1.0,14.0,10.0,0.0
171,0.0,-0.28588771185703077,0.3809287855381875,0.5644739926723629,0.5142133920963123,0.0,5.0,10.0,1.0
172,0.0,1.1912123742282965,0.3571863941345597,-0.9731621620227425,-0.26957793852758194,0.0,12.0,6.0,0.0
173,1.0,0.8530841910373158,0.9694830249195738,0.12217491923553626,0.16309610478264036,0.0,1.0,8.0,1.0
174,1.0,-0.3926937278086742,-1.2282102850401462,1.3754743303984505,2.08979354940579,0.0,2.0,10.0,1.0
175,1.0,1.1183031382412252,1.2855183199238491,-0.7625900982491741,0.8627791567783174,1.0,10.0,10.0,1.0
176,1.0,0.7720047680807319,-0.34061310123201133,0.42185339308163217,0.5590392081327713,1.0,10.0,5.0,0.0
177,1.0,-1.1484652397363788,-1.8504101126459265,-0.25505381838744684,0.18718308541581608,1.0,21.0,7.0,0.0
178,0.0,0.959220639788937,-0.6067127686039111,-0.8601882706020176,-0.5176450161741802,1.0,0.0,5.0,1.0
179,0.0,1.0608675445797462,0.028925112335087877,0.8755579509783518,1.084574579054299,0.0,8.0,10.0,1.0
180,1.0,2.59456768280612,1.7540691780077362,-3.0806981848529564,-1.8715328472818418,1.0,4.0,5.0,1.0
181,0.0,-0.8075076815141249,0.5763006927233147,-0.522549925339689,-0.47748204906783875,0.0,2.0,9.0,1.0
182,0.0,-0.18488102045531407,0.29454143251489767,1.580199223602111,2.088262400470505,0.0,9.0,6.0,0.0
183,0.0,0.6429936453633047,0.7956854091854728,-0.2517496533029281,-0.03906595122172041,0.0,3.0,10.0,1.0
184,1.0,0.3352284999501006,0.22672011412732868,0.10490829056810895,0.7917510820088891,0.0,14.0,8.0,0.0
185,1.0,0.7378091524268496,0.11919142572426505,-0.7891801083706077,0.33911995258158856,1.0,8.0,10.0,1.0
186,1.0,1.3594168714962338,-0.5004253888589375,-1.051962187174657,0.015474966615995234,1.0,4.0,8.0,1.0
187,0.0,-0.6300986309260916,-1.261767124440634,1.915254207979867,1.7406758335385955,0.0,0.0,4.0,1.0
188,0.0,1.5920801433751253,-0.6122354757687092,-0.39038726269335583,1.0130081144376073,0.0,7.0,6.0,0.0
189,1.0,-0.8693840867862541,0.02894972277224328,0.25178841483034864,0.8660602653463592,1.0,20.0,10.0,0.0
190,0.0,0.3117063639604451,-1.0899033802112046,0.7926730560943291,0.929064038223423,0.0,10.0,10.0,
191,0.0,-0.3879610976199541,-0.7816460170866153,2.971353628961997,1.746571037138993,0.0,10.0,10.0,
192,1.0,-0.3995779270055875,-0.623826365897852,0.056142725223999934,1.1337785357702908,1.0,10.0,10.0,
193,0.0,2.6566137610747282,0.09959246677512057,-1.8320959657055504,-0.3064911910897472,1.0,10.0,10.0,
194,1.0,-0.499692566500164,0.3262482028481291,0.7625279643082806,0.9367571486710626,0.0,10.0,10.0,
195,1.0,-0.3930433084936106,-1.502660484996145,-1.1996504030412887,-0.08903496620593887,0.0,10.0,10.0,
196,0.0,1.9434816182275858,-0.7453676131276439,-1.5466819216569037,-1.7043644604644053,0.0,10.0,10.0,
197,1.0,-0.3544579779754575,-1.23348334990869,2.627379359579083,2.7778787334226216,0.0,10.0,10.0,
198,1.0,0.8236510101637239,1.144247494913329,0.13784919402813103,0.5767912036619172,0.0,10.0,10.0,
199,0.0,1.6972771769621742,0.9587616393678424,0.9974670132417075,1.0432130858811934,0.0,10.0,10.0,
200,1.0,0.5974232799112238,-0.8102810451095178,0.12256478498571811,1.1431226432412585,0.0,10.0,10.0,
201,1.0,-0.6686593988814749,-1.2413338385132953,-0.06877615058312936,0.8500836896787094,0.0,0.0,8.0,1.0
202,0.0,0.5807422005729118,-0.8690920961775577,0.2277642436415809,2.110856966165519,0.0,10.0,10.0,1.0
203,1.0,0.19319736127928028,-0.05638858323503554,0.4968019184659163,0.8261440094765939,0.0,10.0,10.0,
204,0.0,2.611468032980648,2.1092809981659437,-0.07986129450444536,0.5836342386083881,1.0,22.0,10.0,0.0
205,0.0,-1.2786814523855363,-0.6802230840397302,-0.9997177750808685,0.23249093219664135,0.0,10.0,10.0,
206,1.0,0.6273589232207498,-0.6260481457110009,0.19763811297044268,0.8710256717548168,1.0,2.0,10.0,1.0
207,1.0,0.5871228199594165,-0.24715866045424512,0.321935697673761,1.3915480754673133,1.0,2.0,7.0,1.0
208,0.0,-0.06742051740774957,-0.30407650516654966,3.0743667407317754,2.1495318960441554,0.0,20.0,10.0,0.0
209,0.0,-0.030006787821291625,-0.331066437957847,0.0945832859248327,0.09026056074227762,1.0,10.0,10.0,
210,1.0,0.40167000261788954,-0.6546118173300086,-0.5799557649460025,0.25552699069996443,0.0,6.0,10.0,1.0
211,1.0,0.26676497882060723,-0.6556050515494668,-1.090151185963775,0.03628883508463476,0.0,9.0,4.0,0.0
212,1.0,-0.2514570295504922,-0.6266588951179083,0.09042808913475706,-0.5428810826306446,0.0,10.0,6.0,0.0
213,0.0,-0.08537068828028171,-0.6433974538770746,0.13526596516236075,0.6368938387293672,0.0,7.0,10.0,1.0
214,0.0,0.06450794647812025,-0.8790188689744551,-0.7329918924577502,0.22023698033427092,0.0,8.0,9.0,1.0
215,0.0,1.9039524094725828,0.555517500728222,-1.4380628072817667,0.03529231577271208,0.0,2.0,9.0,1.0
216,1.0,-0.6844266703578668,-1.560557233866961,-1.8372352764795077,0.32945763041844267,0.0,26.0,7.0,0.0
217,0.0,-1.0689005044912527,-0.9606979416260057,0.05836028476299587,0.15065369362265596,0.0,13.0,10.0,0.0
218,0.0,1.1324367159688538,0.3435610574231733,0.5667598137667734,0.6984852279276947,0.0,18.0,10.0,0.0
219,1.0,-0.6839508496897866,-1.4464486534846968,0.20932199202941104,0.3118177921885345,1.0,4.0,9.0,1.0
220,0.0,-1.3862638099337292,1.3093790363603497,-0.2992012546207235,0.5333002898959163,0.0,10.0,10.0,
221,1.0,-0.046659374957267685,0.8977089735000541,0.8693810565459725,0.8924845712762347,0.0,10.0,10.0,
222,0.0,-0.4425747958435431,-0.018220072534434695,0.3815855741752959,0.9395956488256271,0.0,10.0,10.0,
223,1.0,2.655434851792796,0.5770665661960739,0.5409162972620231,0.7877609568970698,0.0,10.0,10.0,
224,0.0,-1.5154760121490876,-1.193185635512243,-0.27253258325384405,0.521762176614692,0.0,10.0,10.0,
225,0.0,0.9009356470190385,0.19724216531862854,-0.4430419641031389,0.4468268073439916,1.0,10.0,10.0,
226,1.0,1.9376469087756516,0.06104061384263765,0.004196666086106555,-0.352938430642439,1.0,10.0,10.0,
227,1.0,0.4086778990877997,-1.4907939197145617,2.008621733083752,1.9632522029092083,0.0,10.0,10.0,
228,1.0,1.0937464514639308,0.27634938991984864,-0.3658234239665865,0.641418951904278,0.0,10.0,10.0,
229,0.0,2.334017126628269,1.8021779910694915,-0.21461802820526218,0.5703247904636389,1.0,10.0,10.0,
230,1.0,0.03455721316520771,0.05253677752407426,0.23173380826907936,0.712853086951892,1.0,10.0,10.0,
231,0.0,0.2907449663175224,-1.130760098766314,-0.06030390802592525,0.6869073748576957,0.0,10.0,10.0,
232,0.0,1.033521650113639,0.5338153464016091,-2.6753264110756088,-2.8955775044532697,0.0,10.0,10.0,
233,1.0,1.3847688572493504,1.0364448280221485,-1.0666289066667392,0.34778396504317377,0.0,10.0,10.0,
234,1.0,-1.5895376477132324,0.006004909132469871,3.510850106408796,3.0866342569320397,0.0,10.0,10.0,
235,0.0,-0.016037124272966552,1.3324668320850452,-0.07001764901254566,0.8407505436726739,0.0,10.0,10.0,
236,0.0,0.7510988164734294,-2.3138337798993325,-0.39580443491154865,0.20329204861730205,0.0,10.0,10.0,
237,1.0,0.8351926985606076,-0.14717699047113775,0.12324610838124227,1.1314517414274894,1.0,10.0,10.0,
238,1.0,0.19664134659423838,0.5592935399213186,0.21871667833460995,-0.14140874701750294,0.0,10.0,10.0,
239,0.0,0.08810691391496117,-0.9073358829963352,0.05250905793099486,1.6504918657009506,1.0,10.0,10.0,
240,1.0,0.4862144154375529,-0.5918911760448822,0.319016650341988,0.8458838491028801,0.0,10.0,10.0,
241,0.0,1.3995841173152885,-0.41107927699983876,0.05642306309673397,0.16741446092108098,0.0,10.0,10.0,
242,0.0,1.2664351399591238,0.46624824473628707,-0.669092467014392,0.02313751943293474,0.0,10.0,10.0,
243,1.0,-0.5403113461762394,-1.196614021846652,0.06721258798251847,-0.0643870052973079,0.0,10.0,10.0,
