,0
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,1
825,1
826,0
827,1
828,1
829,1
830,0
831,1
832,0
833,0
834,0
835,1
836,1
837,1
838,1
839,1
840,0
841,1
842,1
843,0
844,0
845,1
846,1
847,1
848,0
849,1
850,1
851,1
852,0
853,0
854,0
855,1
856,1
857,1
858,1
859,1
860,0
861,0
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,0
870,1
871,0
872,0
873,0
874,0
875,0
876,0
877,1
878,0
879,0
880,0
881,0
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,0
895,1
896,1
897,1
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,1
907,0
908,1
909,0
910,0
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,0
920,1
921,0
922,0
923,0
924,1
925,1
926,1
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,0
935,0
936,1
937,0
938,0
939,0
940,1
941,0
942,0
943,1
944,1
945,0
946,1
947,1
948,1
949,0
950,1
951,1
952,1
953,1
954,1
955,0
956,0
957,1
958,1
959,0
960,1
961,1
962,0
963,0
964,1
965,0
966,1
967,1
968,1
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,1
981,1
982,1
983,0
984,0
985,1
986,0
987,1
988,1
989,1
990,0
991,0
992,0
993,1
994,0
995,0
996,0
997,1
998,0
999,0
